Data,Hora,Localização,TipoGeométrico,NomePonto,Eixo,Nominal,Medido,Desvio,Tol+,Tol-
08/09/2025,10:23:54,LOC34,CÍRCULO,CIR_16,Y,-403.21,-403.77,-0.56,0.8,-0.8
08/09/2025,10:23:54,LOC20,CÍRCULO,PT_224,X,2695.82,2696.14,0.32,0.8,-0.8
08/09/2025,10:23:54,LOC20,CÍRCULO,PT_224,Y,-493.88,-493.46,0.42,0.8,-0.8
08/09/2025,10:23:54,LOC33,CÍRCULO,CIR_26,X,3217.79,3217.32,-0.47,0.8,-0.8
08/09/2025,10:23:54,LOC33,CÍRCULO,CIR_26,Y,-419.16,-418.83,0.33,0.8,-0.8
08/09/2025,10:23:54,LOC23,CÍRCULO,PT_223,X,2633.87,2633.49,-0.38,0.8,-0.8
08/09/2025,10:23:54,LOC23,CÍRCULO,PT_223,Y,-370.0,-369.99,0.01,0.8,-0.8
08/09/2025,10:23:54,LOC22,CÍRCULO,PT_257,X,3206.75,3206.08,-0.68,0.8,-0.8
08/09/2025,10:23:54,LOC22,CÍRCULO,PT_257,Y,-392.02,-390.73,1.3,0.8,-0.8
08/09/2025,10:23:54,LOC24,CÍRCULO,CIR_27,X,3317.5,3317.88,0.38,0.8,-0.8
08/09/2025,10:23:54,LOC24,CÍRCULO,CIR_27,Y,-473.1,-471.77,1.33,0.8,-0.8
08/09/2025,10:23:54,LOC28,CÍRCULO,CIR_28,X,3362.67,3362.97,0.3,0.8,-0.8
08/09/2025,10:23:54,LOC28,CÍRCULO,CIR_28,Z,144.59,145.31,0.72,0.8,-0.8
08/09/2025,10:23:54,LOC25,CÍRCULO,CIR_29,X,3397.5,3397.87,0.37,0.8,-0.8
08/09/2025,10:23:54,LOC25,CÍRCULO,CIR_29,Y,-476.1,-474.68,1.42,0.8,-0.8
08/09/2025,10:23:54,LOC29,CÍRCULO,CIR_30,X,3447.65,3447.87,0.22,0.8,-0.8
08/09/2025,10:23:54,LOC29,CÍRCULO,CIR_30,Z,144.69,144.89,0.2,0.8,-0.8
08/09/2025,10:23:54,LOC27,CÍRCULO,PT_227,X,3501.88,3501.77,-0.11,0.8,-0.8
08/09/2025,10:23:54,LOC27,CÍRCULO,PT_227,Y,-481.03,-479.67,1.37,0.8,-0.8
08/09/2025,10:23:54,LOC21,CÍRCULO,PT_253,X,2986.23,2986.46,0.23,0.8,-0.8
08/09/2025,10:23:54,LOC21,CÍRCULO,PT_253,Y,-479.16,-478.77,0.38,0.8,-0.8
08/09/2025,10:23:54,LOC21,CÍRCULO,PT_253,Z,172.05,171.76,-0.29,0.8,-0.8
08/09/2025,10:23:54,LOC47,SLOT,RETÂNG_2,X,2954.5,2954.7,0.21,0.8,-0.8
08/09/2025,10:23:54,LOC47,SLOT,RETÂNG_2,Y,-470.5,-470.17,0.33,0.8,-0.8
08/09/2025,10:23:54,LOC39,CÍRCULO,PT_231,X,2314.8,2315.44,0.64,0.8,-0.8
08/09/2025,10:23:54,LOC39,CÍRCULO,PT_231,Y,-559.4,-559.08,0.32,0.8,-0.8
08/09/2025,10:23:54,LOC39,CÍRCULO,PT_231,Z,57.29,57.49,0.21,0.8,-0.8
08/09/2025,10:23:54,LOC40,CÍRCULO,PT_228,X,2293.73,2294.56,0.83,0.8,-0.8
08/09/2025,10:23:54,LOC40,CÍRCULO,PT_228,Y,-637.68,-637.95,-0.27,0.8,-0.8
08/09/2025,10:23:54,LOC40,CÍRCULO,PT_228,Z,50.53,50.8,0.26,0.8,-0.8
08/09/2025,10:23:54,LOC41,CÍRCULO,PT_229,X,2185.95,2186.21,0.26,0.8,-0.8
08/09/2025,10:23:54,LOC41,CÍRCULO,PT_229,Y,-593.22,-593.63,-0.41,0.8,-0.8
08/09/2025,10:23:54,LOC41,CÍRCULO,PT_229,Z,16.0,16.08,0.08,0.8,-0.8
08/09/2025,10:23:54,LOC42,CÍRCULO,PT_230,X,2200.81,2201.03,0.22,0.8,-0.8
08/09/2025,10:23:54,LOC42,CÍRCULO,PT_230,Y,-538.03,-537.88,0.15,0.8,-0.8
08/09/2025,10:23:54,LOC42,CÍRCULO,PT_230,Z,20.76,20.83,0.07,0.8,-0.8
08/09/2025,10:23:54,LOC7,CÍRCULO,PT_1_LH,X,3416.14,3416.22,0.07,0.7,-0.7
08/09/2025,10:23:54,LOC7,CÍRCULO,PT_1_LH,Y,-388.94,-389.03,-0.08,0.7,-0.7
08/09/2025,10:23:54,LOC300,CÍRCULO,PT_2_LH,X,3159.01,3158.49,-0.52,0.7,-0.7
08/09/2025,10:23:54,LOC300,CÍRCULO,PT_2_LH,Y,-566.11,-565.38,0.72,0.7,-0.7
08/09/2025,10:23:54,LOC30,CÍRCULO,CIR_52,X,3059.54,3059.44,-0.1,0.8,-0.8
08/09/2025,10:23:54,LOC30,CÍRCULO,CIR_52,Y,-463.54,-462.67,0.87,0.8,-0.8
08/09/2025,10:23:54,LOC44,CÍRCULO,CIR_51,X,2885.01,2884.42,-0.59,0.8,-0.8
08/09/2025,10:23:54,LOC44,CÍRCULO,CIR_51,Y,-463.02,-463.12,-0.1,0.8,-0.8
08/09/2025,10:23:54,LOC8,CÍRCULO,CIR_50,X,2594.96,2594.24,-0.72,0.8,-0.8
08/09/2025,10:23:54,LOC8,CÍRCULO,CIR_50,Y,-475.98,-476.4,-0.42,0.8,-0.8
08/09/2025,10:23:54,LOC31,CÍRCULO,PT_120,Y,-460.21,-459.49,0.72,0.6,-0.6
08/09/2025,10:23:54,LOC31,CÍRCULO,PT_120,Z,68.0,66.82,-1.18,0.6,-0.6
08/09/2025,10:23:54,LOC4,CÍRCULO,PT_119,Y,-383.11,-381.51,1.6,0.6,-0.6
08/09/2025,10:23:54,LOC4,CÍRCULO,PT_119,Z,144.44,142.89,-1.55,0.6,-0.6
08/09/2025,10:23:54,LOC32,CÍRCULO,PT_118,Y,-560.38,-559.5,0.88,0.6,-0.6
08/09/2025,10:23:54,LOC32,CÍRCULO,PT_118,Z,144.44,143.69,-0.75,0.6,-0.6
08/09/2025,10:23:54,LOC181,PONTO,PT_126,T,0.0,-0.02,-0.02,0.8,-0.8
08/09/2025,10:23:54,LOC182,PONTO,PT_124,T,0.0,0.09,0.09,0.8,-0.8
08/09/2025,10:23:54,LOC183,PONTO,PT_125,T,0.0,0.44,0.44,0.8,-0.8
08/09/2025,10:23:54,LOC184,PONTO,PT_127,T,0.0,0.34,0.34,0.8,-0.8
08/09/2025,10:23:54,LOC185,PONTO,PT_128,T,0.0,0.4,0.4,0.8,-0.8
08/09/2025,10:23:54,LOC186,PONTO,PT_129,T,0.0,0.5,0.5,0.8,-0.8
08/09/2025,10:23:54,LOC187,PONTO,PT_122,T,0.0,0.77,0.77,0.8,-0.8
08/09/2025,10:23:54,LOC188,PONTO,PT_121,T,0.0,0.68,0.68,0.8,-0.8
08/09/2025,10:23:54,LOC189,PONTO,PT_123,T,0.0,0.98,0.98,0.8,-0.8
08/09/2025,10:23:54,LOC301,PONTO,PT_10_LH,T,0.0,0.28,0.28,0.8,-0.8
08/09/2025,10:23:54,LOC302,PONTO,PT_3_LH,T,0.0,0.79,0.79,0.8,-0.8
08/09/2025,10:23:54,LOC303,PONTO,PT_4L_H,T,0.0,-1.48,-1.48,0.8,-0.8
08/09/2025,10:23:54,LOC304,PONTO,PT_5_LH,T,0.0,-1.17,-1.17,0.8,-0.8
08/09/2025,10:23:54,LOC305,PONTO,PT_6_LH,T,0.0,0.83,0.83,0.8,-0.8
08/09/2025,10:23:54,LOC306,PONTO,PT_7_LH,T,0.0,0.58,0.58,0.8,-0.8
08/09/2025,10:23:54,LOC307,PONTO,PT_8_LH,T,0.0,0.62,0.62,0.8,-0.8
08/09/2025,10:23:54,LOC308,PONTO,PT_9_LH,T,0.0,0.13,0.13,0.8,-0.8
08/09/2025,10:23:54,LOC294,PONTO,PT_250,T,0.0,0.45,0.45,0.8,-0.8
08/09/2025,10:23:54,LOC141,PONTO,PT_43,T,0.0,0.05,0.05,0.8,-0.8
08/09/2025,10:23:54,LOC142,PONTO,PT_44,T,0.0,0.28,0.28,0.8,-0.8
08/09/2025,10:23:54,LOC143,PONTO,PT_45,T,0.0,-0.26,-0.26,0.8,-0.8
08/09/2025,10:23:54,LOC127,PONTO,PT_29,T,0.0,0.01,0.01,0.8,-0.8
08/09/2025,10:23:54,LOC128,PONTO,PT_30,T,0.0,0.24,0.24,0.8,-0.8
08/09/2025,10:23:54,LOC129,PONTO,PT_31,T,0.0,-0.02,-0.02,0.8,-0.8
08/09/2025,10:23:54,LOC130,PONTO,PT_32,T,0.0,-0.51,-0.51,0.8,-0.8
08/09/2025,10:23:54,LOC131,PONTO,PT_33,T,0.0,-0.06,-0.06,0.8,-0.8
08/09/2025,10:23:54,LOC132,PONTO,PT_34,T,0.0,-0.6,-0.6,0.8,-0.8
08/09/2025,10:23:54,LOC133,PONTO,PT_35,T,0.0,0.02,0.02,0.8,-0.8
08/09/2025,10:23:54,LOC134,PONTO,PT_36,T,0.0,0.25,0.25,0.8,-0.8
08/09/2025,10:23:54,LOC135,PONTO,PT_37,T,0.0,0.41,0.41,0.8,-0.8
08/09/2025,10:23:54,LOC136,PONTO,PT_38,T,0.0,-0.48,-0.48,0.8,-0.8
08/09/2025,10:23:54,LOC137,PONTO,PT_39,T,0.0,0.33,0.33,0.8,-0.8
08/09/2025,10:23:54,LOC138,PONTO,PT_40,T,0.0,-0.03,-0.03,0.8,-0.8
08/09/2025,10:23:54,LOC139,PONTO,PT_41,T,0.0,0.35,0.35,0.8,-0.8
08/09/2025,10:23:54,LOC140,PONTO,PT_42,T,0.0,0.13,0.13,0.8,-0.8
08/09/2025,10:23:54,LOC109,PONTO,PT_46,T,0.0,-0.81,-0.81,0.8,-0.8
08/09/2025,10:23:54,LOC110,PONTO,PT_47,T,0.0,-0.66,-0.66,0.8,-0.8
08/09/2025,10:23:54,LOC111,PONTO,PT_48,T,0.0,-0.99,-0.99,0.8,-0.8
08/09/2025,10:23:54,LOC112,PONTO,PT_49,T,0.0,-1.01,-1.01,0.8,-0.8
08/09/2025,10:23:54,LOC113,PONTO,PT_50,T,0.0,0.97,0.97,0.8,-0.8
08/09/2025,10:23:54,LOC114,PONTO,PT_51,T,0.0,0.26,0.26,0.8,-0.8
08/09/2025,10:23:54,LOC115,PONTO,PT_52,T,0.0,-0.95,-0.95,0.8,-0.8
08/09/2025,10:23:54,LOC116,PONTO,PT_53,T,0.0,-0.71,-0.71,0.8,-0.8
08/09/2025,10:23:54,LOC117,PONTO,PT_54,T,0.0,-0.32,-0.32,0.8,-0.8
08/09/2025,10:23:54,LOC118,PONTO,PT_57,T,0.0,0.59,0.59,0.8,-0.8
08/09/2025,10:23:54,LOC119,PONTO,PT_58,T,0.0,-0.04,-0.04,0.8,-0.8
08/09/2025,10:23:54,LOC120,PONTO,PT_55,T,0.0,-0.04,-0.04,0.8,-0.8
08/09/2025,10:23:54,LOC121,PONTO,PT_56,T,0.0,0.38,0.38,0.8,-0.8
08/09/2025,10:23:54,LOC122,PONTO,PT_59,T,0.0,-0.16,-0.16,0.8,-0.8
08/09/2025,10:23:54,LOC123,PONTO,PT_60,T,0.0,1.04,1.04,0.8,-0.8
08/09/2025,10:23:54,LOC124,PONTO,PT_61,T,0.0,1.29,1.29,0.8,-0.8
08/09/2025,10:23:54,LOC125,PONTO,PT_62,T,0.0,1.08,1.08,0.8,-0.8
08/09/2025,10:23:54,LOC126,PONTO,PT_63,T,0.0,0.91,0.91,0.8,-0.8
08/09/2025,10:23:54,LOC69,PONTO,PT_22-,T,0.0,-0.72,-0.72,0.8,-0.8
08/09/2025,10:23:54,LOC70,PONTO,PT_21,T,0.0,-0.58,-0.58,0.8,-0.8
08/09/2025,10:23:54,LOC71,PONTO,PT_20,T,0.0,-0.33,-0.33,0.8,-0.8
08/09/2025,10:23:54,LOC72,PONTO,PT_19,T,0.0,-0.1,-0.1,0.8,-0.8
08/09/2025,10:23:54,LOC73,PONTO,PT_18,T,0.0,0.31,0.31,0.8,-0.8
08/09/2025,10:23:54,LOC74,PONTO,PT_17,T,0.0,0.52,0.52,0.8,-0.8
08/09/2025,10:23:54,LOC75,PONTO,PT_16,T,0.0,0.34,0.34,0.8,-0.8
08/09/2025,10:23:54,LOC76,PONTO,PT_15,T,0.0,0.41,0.41,0.8,-0.8
08/09/2025,10:23:54,LOC77,PONTO,PT_14,T,0.0,0.56,0.56,0.8,-0.8
08/09/2025,10:23:54,LOC78,PONTO,PT_13,T,0.0,0.6,0.6,0.8,-0.8
08/09/2025,10:23:54,LOC79,PONTO,PT_12,T,0.0,0.59,0.59,0.8,-0.8
08/09/2025,10:23:54,LOC63,PONTO,PT_23,T,0.0,-0.06,-0.06,0.8,-0.8
08/09/2025,10:23:54,LOC64,PONTO,PT_24,T,0.0,0.58,0.58,0.8,-0.8
08/09/2025,10:23:54,LOC65,PONTO,PT_25,T,0.0,0.55,0.55,0.8,-0.8
08/09/2025,10:23:54,LOC66,PONTO,PT_26,T,0.0,-0.05,-0.05,0.8,-0.8
08/09/2025,10:23:54,LOC67,PONTO,PT_27,T,0.0,0.84,0.84,0.8,-0.8
08/09/2025,10:23:54,LOC68,PONTO,PT_28,T,0.0,0.13,0.13,0.8,-0.8
08/09/2025,10:23:54,LOC80,PONTO,PT_11,T,0.0,0.62,0.62,0.8,-0.8
08/09/2025,10:23:54,LOC81,PONTO,PT_10,T,0.0,0.7,0.7,0.8,-0.8
08/09/2025,10:23:54,LOC82,PONTO,PT_1,T,0.0,-0.44,-0.44,0.8,-0.8
08/09/2025,10:23:54,LOC83,PONTO,PT_2,T,0.0,-0.3,-0.3,0.8,-0.8
08/09/2025,10:23:54,LOC84,PONTO,PT_3,T,0.0,-0.27,-0.27,0.8,-0.8
08/09/2025,10:23:54,LOC85,PONTO,PT_4,T,0.0,0.23,0.23,0.8,-0.8
08/09/2025,10:23:54,LOC86,PONTO,PT_5,T,0.0,0.39,0.39,0.8,-0.8
08/09/2025,10:23:54,LOC87,PONTO,PT_6,T,0.0,0.52,0.52,0.8,-0.8
08/09/2025,10:23:54,LOC88,PONTO,PT_7,T,0.0,0.54,0.54,0.8,-0.8
08/09/2025,10:23:54,LOC89,PONTO,PT_8,T,0.0,0.92,0.92,0.8,-0.8
08/09/2025,10:23:54,LOC90,PONTO,PT_9,T,0.0,1.15,1.15,0.8,-0.8
08/09/2025,10:23:54,LOC163,PONTO,PT_116,T,0.0,0.09,0.09,0.8,-0.8
08/09/2025,10:23:54,LOC164,PONTO,PT_117,T,0.0,0.02,0.02,0.8,-0.8
08/09/2025,10:23:54,LOC165,PONTO,PT_114,T,0.0,-0.34,-0.34,0.8,-0.8
08/09/2025,10:23:54,LOC166,PONTO,PT_115,T,0.0,-0.35,-0.35,0.8,-0.8
08/09/2025,10:23:54,LOC167,PONTO,PT_112-,T,0.0,-0.75,-0.75,0.8,-0.8
08/09/2025,10:23:54,LOC168,PONTO,PT_111,T,0.0,-0.53,-0.53,0.8,-0.8
08/09/2025,10:23:54,LOC169,PONTO,PT_110,T,0.0,-0.23,-0.23,0.8,-0.8
08/09/2025,10:23:54,LOC171,PONTO,PT_109,T,0.0,-0.4,-0.4,0.8,-0.8
08/09/2025,10:23:54,LOC172,PONTO,PT_108,T,0.0,-0.71,-0.71,0.8,-0.8
08/09/2025,10:23:54,LOC173,PONTO,PT_107,T,0.0,-0.28,-0.28,0.8,-0.8
08/09/2025,10:23:54,LOC174,PONTO,PT_106,T,0.0,0.26,0.26,0.8,-0.8
08/09/2025,10:23:54,LOC175,PONTO,PT_105,T,0.0,-0.61,-0.61,0.8,-0.8
08/09/2025,10:23:54,LOC176,PONTO,PT_104,T,0.0,-0.39,-0.39,0.8,-0.8
08/09/2025,10:23:54,LOC177,PONTO,PT_103,T,0.0,-0.52,-0.52,0.8,-0.8
08/09/2025,10:23:54,LOC178,PONTO,PT_102,T,0.0,-0.47,-0.47,0.8,-0.8
08/09/2025,10:23:54,LOC179,PONTO,PT_100,T,0.0,-0.7,-0.7,0.8,-0.8
08/09/2025,10:23:54,LOC180,PONTO,PT_101,T,0.0,-0.36,-0.36,0.8,-0.8
08/09/2025,10:23:54,LOC91,PONTO,PT_83,T,0.0,-0.65,-0.65,0.8,-0.8
08/09/2025,10:23:54,LOC92,PONTO,PT_82,T,0.0,-0.24,-0.24,0.8,-0.8
08/09/2025,10:23:54,LOC93,PONTO,PT_85,T,0.0,-0.58,-0.58,0.8,-0.8
08/09/2025,10:23:54,LOC94,PONTO,PT_84,T,0.0,-0.15,-0.15,0.8,-0.8
08/09/2025,10:23:54,LOC95,PONTO,PT_86,T,0.0,-1.02,-1.02,0.8,-0.8
08/09/2025,10:23:54,LOC96,PONTO,PT_87,T,0.0,-0.26,-0.26,0.8,-0.8
08/09/2025,10:23:54,LOC97,PONTO,PT_89,T,0.0,0.16,0.16,0.8,-0.8
08/09/2025,10:23:54,LOC98,PONTO,PT_88,T,0.0,-0.33,-0.33,0.8,-0.8
08/09/2025,10:23:54,LOC99,PONTO,PT_90,T,0.0,-0.06,-0.06,0.8,-0.8
08/09/2025,10:23:54,LOC100,PONTO,PT_91,T,0.0,0.14,0.14,0.8,-0.8
08/09/2025,10:23:54,LOC101,PONTO,PT_92,T,0.0,-0.27,-0.27,0.8,-0.8
08/09/2025,10:23:54,LOC102,PONTO,PT_93,T,0.0,-0.11,-0.11,0.8,-0.8
08/09/2025,10:23:54,LOC103,PONTO,PT_94,T,0.0,-0.08,-0.08,0.8,-0.8
08/09/2025,10:23:54,LOC104,PONTO,PT_95,T,0.0,-0.11,-0.11,0.8,-0.8
08/09/2025,10:23:54,LOC105,PONTO,PT_96,T,0.0,-0.12,-0.12,0.8,-0.8
08/09/2025,10:23:54,LOC106,PONTO,PT_97,T,0.0,-0.12,-0.12,0.8,-0.8
08/09/2025,10:23:54,LOC107,PONTO,PT_98,T,0.0,-0.09,-0.09,0.8,-0.8
08/09/2025,10:23:54,LOC108,PONTO,PT_99,T,0.0,0.05,0.05,0.8,-0.8
08/09/2025,10:23:54,LOC144,PONTO,PT_71,T,0.0,0.14,0.14,0.8,-0.8
08/09/2025,10:23:54,LOC145,PONTO,PT_69,T,0.0,1.13,1.13,0.8,-0.8
08/09/2025,10:23:54,LOC146,PONTO,PT_70,T,0.0,0.46,0.46,0.8,-0.8
08/09/2025,10:23:54,LOC147,PONTO,PT_68,T,0.0,0.56,0.56,0.8,-0.8
08/09/2025,10:23:54,LOC148,PONTO,PT_67,T,0.0,0.89,0.89,0.8,-0.8
08/09/2025,10:23:54,LOC149,PONTO,PT_66,T,0.0,0.67,0.67,0.8,-0.8
08/09/2025,10:23:54,LOC150,PONTO,PT_65,T,0.0,0.61,0.61,0.8,-0.8
08/09/2025,10:23:54,LOC151,PONTO,PT_64,T,0.0,0.42,0.42,0.8,-0.8
08/09/2025,10:23:54,LOC152,PONTO,PT_72,T,0.0,1.6,1.6,0.8,-0.8
08/09/2025,10:23:54,LOC153,PONTO,PT_73,T,0.0,1.46,1.46,0.8,-0.8
08/09/2025,10:23:54,LOC154,PONTO,PT_75,T,0.0,-0.92,-0.92,0.8,-0.8
08/09/2025,10:23:54,LOC155,PONTO,PT_74,T,0.0,-0.76,-0.76,0.8,-0.8
08/09/2025,10:23:54,LOC156,PONTO,PT_76,T,0.0,0.26,0.26,0.8,-0.8
08/09/2025,10:23:54,LOC157,PONTO,PT_79,T,0.0,0.29,0.29,0.8,-0.8
08/09/2025,10:23:54,LOC158,PONTO,PT_81,T,0.0,0.4,0.4,0.8,-0.8
08/09/2025,10:23:54,LOC159,PONTO,PT_78,T,0.0,0.3,0.3,0.8,-0.8
08/09/2025,10:23:54,LOC160,PONTO,PT_80,T,0.0,0.29,0.29,0.8,-0.8
08/09/2025,10:23:54,LOC248,PONTO,PT_199,T,0.0,0.37,0.37,0.8,-0.8
08/09/2025,10:23:54,LOC249,PONTO,PT_200,T,0.0,0.39,0.39,0.8,-0.8
08/09/2025,10:23:54,LOC250,PONTO,PT_201,T,0.0,0.51,0.51,0.8,-0.8
08/09/2025,10:23:54,LOC251,PONTO,PT_202,T,0.0,0.42,0.42,0.8,-0.8
08/09/2025,10:23:54,LOC252,PONTO,PT_205,T,0.0,0.5,0.5,0.8,-0.8
08/09/2025,10:23:54,LOC254,PONTO,PT_204,T,0.0,1.27,1.27,0.8,-0.8
08/09/2025,10:23:54,LOC256,PONTO,PT_209,T,0.0,0.18,0.18,0.8,-0.8
08/09/2025,10:23:54,LOC257,PONTO,PT_206,T,0.0,0.37,0.37,0.8,-0.8
08/09/2025,10:23:54,LOC258,PONTO,PT_211,T,0.0,-0.2,-0.2,0.8,-0.8
08/09/2025,10:23:54,LOC259,PONTO,PT_212,T,0.0,0.01,0.01,0.8,-0.8
08/09/2025,10:23:54,LOC262,PONTO,PT_208,T,0.0,-0.06,-0.06,0.8,-0.8
08/09/2025,10:23:54,LOC263,PONTO,PT_273,T,0.0,0.42,0.42,0.5,-0.5
08/09/2025,10:23:54,LOC264,PONTO,PT_275,T,0.0,0.26,0.26,0.5,-0.5
08/09/2025,10:23:54,LOC265,PONTO,PT_278,T,0.0,0.29,0.29,0.5,-0.5
08/09/2025,10:23:54,LOC266,PONTO,PT_277,T,0.0,-0.09,-0.09,0.5,-0.5
08/09/2025,10:23:54,LOC267,PONTO,PT_276,T,0.0,0.17,0.17,0.5,-0.5
08/09/2025,10:23:54,LOC268,PONTO,PT_279,T,0.0,0.18,0.18,0.5,-0.5
08/09/2025,10:23:54,LOC269,PONTO,PT_281,T,0.0,0.25,0.25,0.5,-0.5
08/09/2025,10:23:54,LOC270,PONTO,PT_280,T,0.0,-0.16,-0.16,0.5,-0.5
08/09/2025,10:23:54,LOC255,PONTO,PT_207,T,0.0,-0.24,-0.24,0.8,-0.8
08/09/2025,10:23:54,LOC260,PONTO,PT_213,T,0.0,1.15,1.15,0.8,-0.8
08/09/2025,10:23:54,LOC261,PONTO,PT_210,T,0.0,0.78,0.78,0.8,-0.8
08/09/2025,10:23:54,LOC227,PONTO,PT_195,T,0.0,0.6,0.6,0.9,-0.9
08/09/2025,10:23:54,LOC228,PONTO,PT_197,T,0.0,0.67,0.67,0.9,-0.9
08/09/2025,10:23:54,LOC229,PONTO,PT_198,T,0.0,0.66,0.66,0.9,-0.9
08/09/2025,10:23:54,LOC230,PONTO,PT_196,T,0.0,0.23,0.23,0.9,-0.9
08/09/2025,10:23:54,LOC253,PONTO,PT_203,T,0.0,-0.2,-0.2,0.8,-0.8
08/09/2025,10:23:54,LOC244,PONTO,PT_164,T,0.0,0.06,0.06,0.9,-0.9
08/09/2025,10:23:54,LOC245,PONTO,PT_162,T,0.0,0.12,0.12,0.9,-0.9
08/09/2025,10:23:54,LOC246,PONTO,PT_169,T,0.0,-0.08,-0.08,0.9,-0.9
08/09/2025,10:23:54,LOC223,PONTO,PT_190,T,0.0,0.68,0.68,0.9,-0.9
08/09/2025,10:23:54,LOC224,PONTO,PT_191,T,0.0,-0.16,-0.16,0.9,-0.9
08/09/2025,10:23:54,LOC225,PONTO,PT_192,T,0.0,0.03,0.03,0.9,-0.9
08/09/2025,10:23:54,LOC247,PONTO,PT_168,T,0.0,0.04,0.04,0.9,-0.9
08/09/2025,10:23:54,LOC243,PONTO,PT_166,T,0.0,0.04,0.04,0.9,-0.9
08/09/2025,10:23:54,LOC192,PONTO,PT_158,T,0.0,0.74,0.74,0.9,-0.9
08/09/2025,10:23:54,LOC193,PONTO,PT_159,T,0.0,0.5,0.5,0.9,-0.9
